Name,WeightClassKg,BodyweightKg,Division,Squat1Kg,Squat2Kg,Squat3Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Best3DeadliftKg,TotalKg,Place,Event,Sex,Equipment,meetid,Federation,Date,MeetCountry,MeetState,MeetTown,MeetName,Age,Team,BirthYear,BirthDate,State,Country,IPFGL
Tom Evill,83,82.35,Open,200.0,225.0,230.0,230.0,115.0,122.5,127.5,127.5,265.0,285.0,-290.0,285.0,642.5,1,SBD,M,Single-ply,1801,APU,2018-03-03,Australia,NSW,Cardiff,Bristow Open,0.0,0,0.0,0,0,0,74.537
Mark Roskell,93,92.55,M1,190.0,210.0,220.0,220.0,165.0,175.0,-180.0,175.0,220.0,240.0,-250.0,240.0,635.0,1,SBD,M,Single-ply,1801,APU,2018-03-03,Australia,NSW,Cardiff,Bristow Open,0.0,0,0.0,0,0,0,69.039
Joel Hudson,93,85.8,Open,180.0,192.5,-200.0,192.5,100.0,107.5,-112.5,107.5,190.0,202.5,210.0,210.0,510.0,1,SBD,M,Raw,1801,APU,2018-03-03,Australia,NSW,Cardiff,Bristow Open,0.0,0,0.0,0,0,0,69.43
Laurence Burdekin,105,104.7,Open,-220.0,220.0,-225.0,220.0,160.0,-167.5,-167.5,160.0,-250.0,-250.0,-250.0,0.0,0.0,DQ,SBD,M,Raw,1801,APU,2018-03-03,Australia,NSW,Cardiff,Bristow Open,0.0,0,0.0,0,0,0,0.0
Richard Hozjan,120,115.3,Open,257.5,270.0,282.5,282.5,207.5,212.5,217.5,217.5,300.0,-307.5,-307.5,300.0,800.0,1,SBD,M,Raw,1801,APU,2018-03-03,Australia,NSW,Cardiff,Bristow Open,0.0,0,0.0,0,0,0,94.649
Scott Hall #1,120+,150.6,M1,330.0,350.0,-357.5,350.0,187.5,195.0,-202.5,195.0,310.0,330.0,-340.0,330.0,875.0,1,SBD,M,Raw,1801,APU,2018-03-03,Australia,NSW,Cardiff,Bristow Open,0.0,0,0.0,0,0,0,92.728
Adam Huard,120+,131.9,Open,220.0,240.0,250.0,250.0,80.0,100.0,120.0,120.0,250.0,265.0,277.5,277.5,647.5,2,SBD,M,Raw,1801,APU,2018-03-03,Australia,NSW,Cardiff,Bristow Open,0.0,0,0.0,0,0,0,72.307
Lee Pickles,52,49.25,M2,0.0,0.0,0.0,0.0,35.0,40.0,-42.5,40.0,0.0,0.0,0.0,0.0,40.0,1,B,F,Raw,1801,APU,2018-03-03,Australia,NSW,Cardiff,Bristow Open,0.0,0,0.0,0,0,0,40.323
Jaimie Clarke,59,57.75,Open,0.0,0.0,0.0,0.0,102.5,-110.0,-110.0,102.5,0.0,0.0,0.0,0.0,102.5,1,B,M,Raw,1801,APU,2018-03-03,Australia,NSW,Cardiff,Bristow Open,0.0,0,0.0,0,0,0,62.593
Evan McCloy,93,91.5,Open,0.0,0.0,0.0,0.0,210.0,220.0,230.0,230.0,0.0,0.0,0.0,0.0,230.0,1,B,M,Single-ply,1801,APU,2018-03-03,Australia,NSW,Cardiff,Bristow Open,0.0,0,0.0,0,0,0,76.81
Murray Wilkinson,120+,130.25,M2,0.0,0.0,0.0,0.0,115.0,125.0,135.0,135.0,0.0,0.0,0.0,0.0,135.0,1,B,M,Raw,1801,APU,2018-03-03,Australia,NSW,Cardiff,Bristow Open,0.0,0,0.0,0,0,0,55.041
Lola Usback,47,46.65,Juniors,60.0,65.0,70.0,70.0,45.0,47.5,50.0,50.0,97.5,102.5,110.0,110.0,230.0,1,SBD,F,Raw,1802,APU,2018-03-17,Australia,NSW,Campbelltown,Adonis Campbelltown Open,0.0,0,0.0,0,0,0,64.233
Jackie Ngo,52,51.65,Open,87.5,95.0,100.0,100.0,37.5,42.5,47.5,47.5,95.0,105.0,120.0,120.0,267.5,1,SBD,F,Raw,1802,APU,2018-03-17,Australia,NSW,Campbelltown,Adonis Campbelltown Open,0.0,0,0.0,0,0,0,67.94
Kim Stevenson,63,62.7,Open,125.0,-132.5,132.5,132.5,102.5,-107.5,-107.5,102.5,125.0,-132.5,-135.0,125.0,360.0,1,SBD,F,Raw,1802,APU,2018-03-17,Australia,NSW,Campbelltown,Adonis Campbelltown Open,0.0,0,0.0,0,0,0,79.005
Mathew Nguyen,66,65.3,Open,155.0,165.0,-172.5,165.0,97.5,102.5,105.0,105.0,200.0,212.5,-220.0,212.5,482.5,1,SBD,M,Raw,1802,APU,2018-03-17,Australia,NSW,Campbelltown,Adonis Campbelltown Open,0.0,0,0.0,0,0,0,75.64
Albon Averion,74,69.2,Open,145.0,155.0,160.0,160.0,-80.0,80.0,-90.0,80.0,210.0,220.0,-230.0,220.0,460.0,3,SBD,M,Raw,1802,APU,2018-03-17,Australia,NSW,Campbelltown,Adonis Campbelltown Open,0.0,0,0.0,0,0,0,69.939
Victor Ramirez,74,71.95,Open,-165.0,170.0,175.0,175.0,120.0,127.5,132.5,132.5,185.0,195.0,202.5,202.5,510.0,2,SBD,M,Raw,1802,APU,2018-03-17,Australia,NSW,Campbelltown,Adonis Campbelltown Open,0.0,0,0.0,0,0,0,75.975
Dean McGarry,74,72.5,Open,160.0,180.0,-190.0,180.0,-110.0,110.0,-115.0,110.0,230.0,-235.0,0.0,230.0,520.0,1,SBD,M,Raw,1802,APU,2018-03-17,Australia,NSW,Campbelltown,Adonis Campbelltown Open,0.0,0,0.0,0,0,0,77.158
Brendan Mackett,83,81.9,Open,165.0,175.0,180.0,180.0,127.5,130.0,135.0,135.0,175.0,187.5,-192.5,187.5,502.5,3,SBD,M,Raw,1802,APU,2018-03-17,Australia,NSW,Campbelltown,Adonis Campbelltown Open,0.0,0,0.0,0,0,0,70.031
Jay Raffaut,83,82.05,Open,-192.5,200.0,-207.5,200.0,117.5,125.0,-132.5,125.0,215.0,230.0,245.0,245.0,570.0,2,SBD,M,Raw,1802,APU,2018-03-17,Australia,NSW,Campbelltown,Adonis Campbelltown Open,0.0,0,0.0,0,0,0,79.364
Ewan Belgrove,83,81.9,Sub-Juniors,250.0,260.0,-265.0,260.0,145.0,152.5,-155.0,152.5,230.0,242.5,-250.0,242.5,655.0,1,SBD,M,Raw,1802,APU,2018-03-17,Australia,NSW,Campbelltown,Adonis Campbelltown Open,0.0,0,0.0,0,0,0,91.284
Danyael Anonuevo,105,103.2,Juniors,245.0,260.0,-265.0,260.0,120.0,127.5,-130.0,127.5,240.0,255.0,-260.0,255.0,642.5,1,SBD,M,Raw,1802,APU,2018-03-17,Australia,NSW,Campbelltown,Adonis Campbelltown Open,0.0,0,0.0,0,0,0,79.969
Zachary Wilcockson,120+,155.9,Open,-225.0,225.0,245.0,245.0,105.0,112.5,120.0,120.0,260.0,280.0,300.0,300.0,665.0,1,SBD,M,Raw,1802,APU,2018-03-17,Australia,NSW,Campbelltown,Adonis Campbelltown Open,0.0,0,0.0,0,0,0,69.574
Abbas Pordel,120,116.8,M2,0.0,0.0,0.0,0.0,165.0,172.5,180.0,180.0,0.0,0.0,0.0,0.0,180.0,1,B,M,Raw,1802,APU,2018-03-17,Australia,NSW,Campbelltown,Adonis Campbelltown Open,0.0,0,0.0,0,0,0,76.831
Troy Schultz,83,82.8,Open,157.5,170.0,175.0,175.0,97.5,105.0,-107.5,105.0,200.0,-220.0,220.0,220.0,500.0,1,SBD,M,Raw,1803,APU,2018-03-24,Australia,QLD,Yatala,Moreton Bay Open,0.0,0,0.0,0,0,0,69.298
Josiah Malouf,105,102.2,Open,195.0,210.0,222.5,222.5,140.0,147.5,152.5,152.5,235.0,247.5,252.5,252.5,627.5,1,SBD,M,Raw,1803,APU,2018-03-24,Australia,QLD,Yatala,Moreton Bay Open,0.0,0,0.0,0,0,0,78.46
Edan Mata,120,119.7,Open,250.0,265.0,275.0,275.0,155.0,170.0,177.5,177.5,275.0,290.0,-300.0,290.0,742.5,1,SBD,M,Raw,1803,APU,2018-03-24,Australia,QLD,Yatala,Moreton Bay Open,0.0,0,0.0,0,0,0,86.407
Emily Medina,63,61.0,Open,92.5,100.0,-105.0,100.0,52.5,57.5,-60.0,57.5,120.0,130.0,-137.5,130.0,287.5,1,SBD,F,Raw,1804,APU,2018-04-22,Australia,NSW,Castle Hill,Black Flag Open,0.0,0,0.0,0,0,0,64.254
Isabelle Hemmings,72,66.5,Sub-Juniors,80.0,90.0,-97.5,90.0,42.5,-45.0,45.0,45.0,95.0,105.0,115.0,115.0,250.0,1,SBD,F,Raw,1804,APU,2018-04-22,Australia,NSW,Castle Hill,Black Flag Open,0.0,0,0.0,0,0,0,52.901
Marlena Gabriel,72,71.5,Open,-125.0,130.0,135.0,135.0,-77.5,-77.5,-77.5,0.0,150.0,155.0,0.0,155.0,0.0,DQ,SBD,F,Raw,1804,APU,2018-04-22,Australia,NSW,Castle Hill,Black Flag Open,0.0,0,0.0,0,0,0,0.0
Steve Chellew,74,73.1,Open,-135.0,135.0,-142.5,135.0,92.5,-97.5,0.0,92.5,175.0,182.5,185.0,185.0,412.5,1,SBD,M,Raw,1804,APU,2018-04-22,Australia,NSW,Castle Hill,Black Flag Open,0.0,0,0.0,0,0,0,60.945
Tom Buckland,83,82.9,Juniors,215.0,230.0,240.0,240.0,135.0,142.5,150.0,150.0,235.0,250.0,260.0,260.0,650.0,1,SBD,M,Raw,1804,APU,2018-04-22,Australia,NSW,Castle Hill,Black Flag Open,0.0,0,0.0,0,0,0,90.032
Jason Williames,83,82.0,Open,202.5,210.0,217.5,217.5,-137.5,-137.5,140.0,140.0,247.5,260.0,265.0,265.0,622.5,2,SBD,M,Raw,1804,APU,2018-04-22,Australia,NSW,Castle Hill,Black Flag Open,0.0,0,0.0,0,0,0,86.701
Victor Seck,83,82.5,Open,165.0,180.0,190.0,190.0,112.5,122.5,127.5,127.5,180.0,190.0,202.5,202.5,520.0,3,SBD,M,Raw,1804,APU,2018-04-22,Australia,NSW,Castle Hill,Black Flag Open,0.0,0,0.0,0,0,0,72.202
Chris Aslan,93,90.8,Open,195.0,-205.0,212.5,212.5,-120.0,120.0,-122.5,120.0,215.0,-222.5,-222.5,215.0,547.5,3,SBD,M,Raw,1804,APU,2018-04-22,Australia,NSW,Castle Hill,Black Flag Open,0.0,0,0.0,0,0,0,72.469
Josh Pywell,93,89.6,Open,205.0,215.0,-225.0,215.0,107.5,115.5,117.5,117.5,270.0,-277.5,-277.5,270.0,602.5,1,SBD,M,Raw,1804,APU,2018-04-22,Australia,NSW,Castle Hill,Black Flag Open,0.0,0,0.0,0,0,0,80.274
Joel McGregor,93,92.6,Open,160.0,-175.0,-175.0,160.0,-105.0,110.0,-120.0,110.0,200.0,212.5,220.0,220.0,490.0,4,SBD,M,Raw,1804,APU,2018-04-22,Australia,NSW,Castle Hill,Black Flag Open,0.0,0,0.0,0,0,0,64.237
James Goddard,93,90.8,Juniors,180.0,190.0,200.0,200.0,120.0,127.5,135.0,135.0,220.0,225.0,227.5,227.5,562.5,2,SBD,M,Raw,1804,APU,2018-04-22,Australia,NSW,Castle Hill,Black Flag Open,0.0,0,0.0,0,0,0,74.455
Romano Gaspardis,93,90.8,M2,160.0,170.0,-175.0,170.0,85.0,92.5,100.0,100.0,192.5,200.0,212.5,212.5,482.5,5,SBD,M,Raw,1804,APU,2018-04-22,Australia,NSW,Castle Hill,Black Flag Open,0.0,0,0.0,0,0,0,63.866
Thomas Johnston #3,105,99.9,Juniors,210.0,225.0,-235.0,225.0,-100.0,110.0,-112.5,110.0,230.0,250.0,-260.0,250.0,585.0,3,SBD,M,Raw,1804,APU,2018-04-22,Australia,NSW,Castle Hill,Black Flag Open,0.0,0,0.0,0,0,0,73.938
Andrew Lau,105,93.5,Open,185.0,195.0,210.0,210.0,-120.0,125.0,130.0,130.0,235.0,255.0,275.0,275.0,615.0,1,SBD,M,Raw,1804,APU,2018-04-22,Australia,NSW,Castle Hill,Black Flag Open,0.0,0,0.0,0,0,0,80.245
Simon Restifa,120+,131.0,M1,190.0,200.0,-210.0,200.0,120.0,125.0,130.0,130.0,200.0,210.0,-220.0,210.0,540.0,1,SBD,M,Raw,1804,APU,2018-04-22,Australia,NSW,Castle Hill,Black Flag Open,0.0,0,0.0,0,0,0,60.473
Natalie Bartolo,52,51.95,Open,90.0,92.5,95.0,95.0,50.0,52.5,-55.0,52.5,92.5,95.0,-100.0,95.0,242.5,1,SBD,F,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,61.284
Kristina Angeli,57,55.6,Open,102.5,110.0,112.5,112.5,62.5,67.5,-70.0,67.5,115.0,120.0,-122.5,120.0,300.0,1,SBD,F,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,71.719
Amy Evans #1,63,60.85,Open,100.0,105.0,-110.0,105.0,60.0,62.5,-65.0,62.5,102.5,107.5,-110.0,107.5,275.0,1,SBD,F,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,61.563
Angela Hudson,72,72.0,M1,115.0,120.0,125.0,125.0,77.5,82.5,85.0,85.0,140.0,147.5,152.5,152.5,362.5,4,SBD,F,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,73.404
Isabella Devetak,72,71.5,Open,137.5,145.0,150.0,150.0,80.0,85.0,-87.5,85.0,147.5,155.0,160.0,160.0,395.0,1,SBD,F,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,80.276
Marlena Gabriel,72,70.95,Open,-120.0,120.0,130.0,130.0,70.0,75.0,77.5,77.5,150.0,162.5,170.0,170.0,377.5,2,SBD,F,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,77.033
Courtney Miller,72,71.15,Open,135.0,-147.5,-147.5,135.0,65.0,-70.0,-70.0,65.0,150.0,162.5,-172.5,162.5,362.5,3,SBD,F,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,73.861
Anita Dakin,72,69.85,Open,60.0,70.0,80.0,80.0,55.0,-60.0,60.0,60.0,100.0,110.0,-117.5,110.0,250.0,5,SBD,F,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,51.445
Cammilla White,84,83.25,Open,135.0,-145.0,145.0,145.0,67.5,-72.5,72.5,72.5,140.0,150.0,160.0,160.0,377.5,1,SBD,F,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,71.543
Maima Katieli,84,78.8,Open,-115.0,115.0,125.0,125.0,65.0,70.0,75.0,75.0,125.0,140.0,152.5,152.5,352.5,2,SBD,F,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,68.361
Lachlan Fraser,83,80.8,Open,175.0,185.0,-195.0,185.0,117.5,125.0,-130.0,125.0,215.0,225.0,232.5,232.5,542.5,1,SBD,M,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,76.126
Martin Reynolds,93,92.4,M3,-160.0,160.0,170.0,170.0,-125.0,125.0,132.5,132.5,190.0,210.0,-217.5,210.0,512.5,3,SBD,M,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,67.258
Jesse Peak,93,91.7,Juniors,225.0,240.0,250.0,250.0,130.0,137.5,142.5,142.5,225.0,245.0,260.0,260.0,652.5,1,SBD,M,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,85.95
Christopher Lambert,93,90.15,Juniors,145.0,157.5,167.5,167.5,80.0,90.0,-95.0,90.0,162.5,177.5,-187.5,177.5,435.0,4,SBD,M,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,57.782
David Mason #1,93,91.65,Open,185.0,195.0,-200.0,195.0,110.0,125.0,-132.5,125.0,230.0,242.5,252.5,252.5,572.5,2,SBD,M,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,75.433
Ryan Johnson #25,93,88.1,Open,120.0,130.0,140.0,140.0,90.0,95.0,-100.0,95.0,160.0,170.0,180.0,180.0,415.0,5,SBD,M,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,55.757
Alexander Asfaganov,105,94.5,M2,195.0,210.0,220.0,220.0,-130.0,140.0,-150.0,140.0,190.0,205.0,220.0,220.0,580.0,3,SBD,M,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,75.288
Jermey Martin,105,98.2,M1,125.0,137.5,145.0,145.0,-90.0,100.0,105.0,105.0,145.0,155.0,165.0,165.0,415.0,4,SBD,M,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,52.882
Alex Georgeou #2,105,103.0,Open,225.0,240.0,250.0,250.0,-140.0,155.0,160.0,160.0,270.0,285.0,300.0,300.0,710.0,1,SBD,M,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,88.451
Justin Laurie,105,103.6,Open,200.0,210.0,212.5,212.5,-140.0,145.0,-150.0,145.0,230.0,242.5,252.5,252.5,610.0,2,SBD,M,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,75.786
Joshua Malafe,120,116.3,Open,240.0,250.0,260.0,260.0,155.0,165.0,175.0,175.0,280.0,300.0,315.0,315.0,750.0,1,SBD,M,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,88.394
Josh Liewes,120,118.05,Open,220.0,-232.5,-232.5,220.0,160.0,167.5,-172.5,167.5,240.0,255.0,0.0,255.0,642.5,2,SBD,M,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,75.226
Malcolm Hensley,120+,142.55,Open,215.0,225.0,235.0,235.0,152.5,160.0,165.0,165.0,250.0,272.5,-280.0,272.5,672.5,1,SBD,M,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,72.788
Benson Burgoyne,93,84.15,Sub-Juniors,0.0,0.0,0.0,0.0,97.5,102.5,107.5,107.5,0.0,0.0,0.0,0.0,107.5,1,B,M,Raw,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,53.618
Louise Sutton,57,56.95,M2,80.0,85.0,-92.5,85.0,50.0,-57.5,57.5,57.5,100.0,115.0,122.5,122.5,265.0,1,SBD,F,Single-ply,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,50.823
Melanie Green,72,69.75,Open,-160.0,160.0,-175.0,160.0,70.0,75.0,-80.0,75.0,180.0,192.5,-200.0,192.5,427.5,1,SBD,F,Single-ply,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,73.085
Max Bristow,74,68.8,M4,100.0,-122.5,122.5,122.5,70.0,75.0,80.0,80.0,172.5,182.5,0.0,182.5,385.0,1,SBD,M,Single-ply,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,50.091
John Whiteman,83,76.9,M3,120.0,145.0,155.0,155.0,65.0,75.0,80.0,80.0,140.0,160.0,175.0,175.0,410.0,1,SBD,M,Single-ply,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,49.582
Dale Burgoyne,83,77.9,M1,100.0,110.0,120.0,120.0,65.0,70.0,75.0,75.0,100.0,115.0,122.5,122.5,317.5,2,SBD,M,Single-ply,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,38.088
Joel Hudson,93,88.2,Open,192.5,200.0,210.0,210.0,125.0,135.0,-140.0,135.0,190.0,202.5,-210.0,202.5,547.5,1,SBD,M,Single-ply,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,61.084
Florian Loock,105,103.6,Open,282.5,-297.5,-300.0,282.5,-222.5,222.5,-232.5,222.5,270.0,290.0,295.0,295.0,800.0,1,SBD,M,Single-ply,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,82.275
Bradley Freestone,105,94.65,Open,0.0,0.0,0.0,0.0,-195.0,-195.0,195.0,195.0,0.0,0.0,0.0,0.0,195.0,1,B,M,Single-ply,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,63.853
Murray Wilkinson,120+,128.45,M2,0.0,0.0,0.0,0.0,165.0,182.5,190.0,190.0,0.0,0.0,0.0,0.0,190.0,1,B,M,Single-ply,1805,APU,2018-05-05,Australia,NSW,Swansea,Body 360 Barbell Open,0.0,0,0.0,0,0,0,54.676
Helen Bishop,52,50.9,Open,65.0,72.5,-80.0,72.5,47.5,-55.0,-55.0,47.5,92.5,100.0,-105.0,100.0,220.0,1,SBD,F,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,58.0,0,0.0,0,0,0,56.596
Emma Fox #3,57,52.85,Open,90.0,-95.0,-100.0,90.0,-45.0,45.0,-50.0,45.0,110.0,115.0,120.0,120.0,255.0,1,SBD,F,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,33.0,0,0.0,0,0,0,63.511
Helen Nguyen,63,61.15,Open,115.0,122.5,-130.0,122.5,57.5,62.5,-65.0,62.5,132.5,140.0,145.0,145.0,330.0,1,SBD,F,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,25.0,0,0.0,0,0,0,73.631
Gabrielle Green,63,61.75,Open,92.5,100.0,-107.5,100.0,55.0,60.0,-65.0,60.0,105.0,-112.5,117.5,117.5,277.5,2,SBD,F,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,23.0,0,0.0,0,0,0,61.513
Lauren Parkinson,63,60.8,Open,92.5,102.5,-107.5,102.5,50.0,55.0,-57.5,55.0,112.5,-120.0,-120.0,112.5,270.0,3,SBD,F,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,24.0,0,0.0,0,0,0,60.478
Katherine Valle,72,68.6,Open,117.5,125.0,130.0,130.0,60.0,65.0,-70.0,65.0,122.5,130.0,135.0,135.0,330.0,1,SBD,F,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,25.0,0,0.0,0,0,0,68.59
Siobhan Doyle,72,64.8,Open,110.0,-117.5,117.5,117.5,60.0,65.0,-70.0,65.0,122.5,130.0,-135.0,130.0,312.5,2,SBD,F,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,25.0,0,0.0,0,0,0,67.167
Dion Stewart,72,67.7,Open,-95.0,95.0,102.5,102.5,50.0,-55.0,-55.0,50.0,137.5,145.0,150.0,150.0,302.5,3,SBD,F,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,33.0,0,0.0,0,0,0,63.347
Kosoula Chase,72,70.5,Open,115.0,120.0,127.5,127.5,50.0,55.0,-60.0,55.0,110.0,117.5,-120.0,117.5,300.0,4,SBD,F,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,35.0,0,0.0,0,0,0,61.426
Meaghan Ross,72,65.85,Open,-92.5,100.0,-107.5,100.0,47.5,52.5,-55.0,52.5,117.5,-125.0,-125.0,117.5,270.0,5,SBD,F,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,28.0,0,0.0,0,0,0,57.468
Natina Grace,72,71.35,Open,75.0,82.5,87.5,87.5,55.0,-57.5,-60.0,55.0,95.0,100.0,-105.0,100.0,242.5,6,SBD,F,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,31.0,0,0.0,0,0,0,49.338
